Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Kernell, Samuel H.",POLI 197I - Washington Internship (A),WI17,16,1,0.00%,0.00%,0,N/A,N/A
"Galderisi, Peter",POLI 197SD - Local Internship Pol Sci (A),WI17,7,1,100.00%,100.00%,8.5,A (4.00),N/A
"Roberts, Margaret Earling",POLI 5D - Data Analytics/Social Science (A),WI17,70,33,87.50%,96.90%,4.63,B+ (3.53),B (3.21)
"Galderisi, Peter",POLI 100E - Interest Group Politics (A),FA16,74,26,100.00%,96.20%,5.12,B+ (3.62),B+ (3.57)
"Fletcher, Nathan",POLI 100G - How to Win or Lose an Election (A),FA16,46,18,100.00%,100.00%,6,B+ (3.50),B (3.11)
"Hajnal, Zoltan Lloyd",POLI 100H - Race & Ethnicity/Amer Politics (A),FA16,158,67,73.00%,84.10%,5.52,B+ (3.33),B+ (3.46)
"Galderisi, Peter",POLI 102C - American Political Development (A),FA16,119,32,93.50%,96.80%,4.7,A- (3.73),B+ (3.50)
"Lajevardi, Nazita",POLI 102E - Urban Politics (A),FA16,15,10,90.00%,100.00%,7.1,A- (3.80),N/A
"Smith, Glenn Chatmas",POLI 104A - Supreme Court & Constitution (A),FA16,130,30,82.10%,75.00%,5.71,B+ (3.39),B+ (3.41)
"Smith, Glenn Chatmas",POLI 104I - Law&Politcs-Crts&Poli Controv (A),FA16,86,20,100.00%,95.00%,6,B+ (3.55),B+ (3.33)
"Stephens, Mattheus E",POLI 104M - Law and Sex (A),FA16,97,35,100.00%,100.00%,5.47,B+ (3.55),B+ (3.54)
"Sharpless, Isaac Walling",POLI 110A - Citiz & Saints:Plato-Augustine (A),FA16,27,25,84.00%,88.00%,6.5,B+ (3.46),B (3.15)
"Magagna, Victor Valentine",POLI 113A - E. Asia Thought/Comp Perspectv (A),FA16,468,115,99.10%,99.10%,3.27,A- (3.98),A- (3.80)
"Magagna, Victor Valentine",POLI 113A - E. Asia Thought/Comp Perspectv (B),FA16,465,163,98.00%,100.00%,3.51,A- (3.93),A- (3.80)
"Ferree, Karen E",POLI 11D - Intro/Poli Sci:Compar Politics (A),FA16,184,76,94.30%,95.70%,5.94,B+ (3.45),B+ (3.32)
"Fisk, David Lee",POLI 120B - The German Political System (A),FA16,65,13,100.00%,100.00%,5.5,A- (3.70),B+ (3.62)
"Feeley, Maureen Catherine",POLI 122 - Politics of Human Rights (A),FA16,108,38,100.00%,100.00%,6.88,A- (3.83),B+ (3.46)
"Strom, Kaare",POLI 122D - Abuse of Power (A),FA16,95,32,93.30%,96.70%,5.95,B+ (3.68),B (3.13)
"Bergman, Matthew Edward",POLI 126AA - Politicl Econ:Modrn Capitalism (A),FA16,43,13,100.00%,91.70%,4.67,B+ (3.64),B+ (3.43)
"Roeder, Philip G",POLI 12D - Intro/Poli Sci:Int'l Relations (A),FA16,136,85,92.10%,92.10%,5.81,B+ (3.50),B (3.10)
"Naoi, Megumi",POLI 133A - Japanese Pol:Devlpmnt Perspctv (A),FA16,150,52,96.20%,100.00%,4.34,B+ (3.38),B+ (3.39)
"Mackie, Gerald",POLI 13D - Power and Justice (A),FA16,147,78,73.60%,65.30%,5.08,B (3.29),B (3.17)
"Willoughby, Randy K",POLI 142M - US Foreign Policy/Reg Security (A),FA16,47,21,94.40%,88.90%,7.72,B+ (3.47),B (3.18)
"Fisk, David Lee",POLI 145C - Interntnl Reltn After Cold War (A),FA16,122,35,97.10%,94.10%,6.56,B+ (3.61),B (3.28)
"Bergman, Matthew Edward",POLI 160AA - Introduction/Policy Analysis (A),FA16,98,43,76.20%,81.00%,4.89,B (3.17),B (3.09)
"Roberts, Margaret Earling",POLI 172 - Advanced Social Data Analytics (A),FA16,13,6,100.00%,100.00%,4.1,B+ (3.60),N/A
"Adida, Claire",POLI 191A - Senr Hon Sem:Frontier/POLI I (A),FA16,10,2,100.00%,100.00%,9.5,A (4.00),N/A
"Broz, James Lawrence",POLI 191A - Senr Hon Sem:Frontier/POLI I (A),FA16,10,2,100.00%,100.00%,9.5,A (4.00),N/A
"Kernell, Samuel H.",POLI 194 - Research Seminar/Washington DC (A),FA16,22,6,100.00%,66.70%,7.5,A (4.00),B+ (3.61)
"Galderisi, Peter",No CAPEs submitted,FA16,3,0,N/A,N/A,N/A,N/A,N/A
"Galderisi, Peter",No CAPEs submitted,FA16,3,0,N/A,N/A,N/A,N/A,N/A
"Mackie, Gerald",POLI 27 - Ethics And Society I (A),FA16,245,95,52.80%,64.00%,3.89,B+ (3.33),B (3.26)
"Desposato, Scott",POLI 30D - Political Inquiry (A),FA16,189,67,85.20%,88.50%,5.37,B+ (3.43),B (3.11)
"Strom, Kaare",POLI 87 - Freshman Seminar (A),FA16,6,4,33.30%,66.70%,3.83,A (4.00),N/A
"Vakilifathi, Mona Roseann",POLI 100A - The Presidency (A),S216,26,12,91.70%,91.70%,6.32,B (3.27),B+ (3.33)
"Searle, David Mordecai",POLI 100E - Interest Group Politics (A),S216,4,4,100.00%,100.00%,4.5,B+ (3.50),N/A
"Smith, Glenn Chatmas",POLI 104A - Supreme Court & Constitution (A),S216,16,3,100.00%,50.00%,7.5,B+ (3.50),N/A
"Strom, Kaare",POLI 11 - Intro/Poli Sci:Compar Politics (A),S216,27,15,100.00%,92.90%,7.73,B+ (3.54),B (3.28)
"Sharpless, Isaac Walling",POLI 110ED - Seminar/Amer Political Thought (A),S216,9,5,100.00%,100.00%,5.7,B+ (3.60),N/A
"Fisk, David Lee",POLI 120H - European Integration (A),S216,21,6,100.00%,100.00%,7.7,B+ (3.33),B (3.05)
"Bergman, Matthew Edward",POLI 120I - Politics in Italy (A),S216,5,4,100.00%,100.00%,7.17,B+ (3.67),N/A
"Forman, Fonna",POLI 13 - Power and Justice (A),S216,25,6,100.00%,100.00%,5.5,B+ (3.60),B+ (3.60)
"Desposato, Scott",POLI 134D - Topics/Latin American Politics (A),S216,16,6,100.00%,100.00%,7.5,B+ (3.50),N/A
"Gartzke, Erik",POLI 142A - United States Foreign Policy (A),S216,24,6,100.00%,100.00%,5,A (4.00),B+ (3.56)
"Magagna, Victor Valentine",POLI 142K - Politics and Warfare (A),S216,246,40,97.40%,100.00%,4.79,A- (3.92),A- (3.86)
"Ranganath, Aditya Narayanan",POLI 151 - International Organizations (A),S216,5,2,100.00%,100.00%,6.5,B+ (3.50),N/A
"Fisk, David Lee",POLI 153 - The EU in World Politics (A),S216,10,6,100.00%,100.00%,6.17,B+ (3.33),N/A
"Galderisi, Peter",No CAPEs submitted,S216,2,0,N/A,N/A,N/A,N/A,N/A
"Cotkin, Aaron Benjamin",POLI 28 - Ethics And Society II (A),S216,10,3,66.70%,100.00%,5.17,B+ (3.67),N/A
"Desposato, Scott",POLI 30 - Political Inquiry (A),S216,24,7,100.00%,100.00%,5.93,B+ (3.33),B- (2.95)
"Lajevardi, Nazita",POLI 10 - Intro/Poli Sci:Amer Politics (A),S116,23,6,100.00%,100.00%,6.5,B+ (3.33),B (3.05)
"Galderisi, Peter",POLI 100C - American Political Parties (A),S116,22,5,100.00%,100.00%,7.17,A (4.00),B+ (3.60)
"Galderisi, Peter",POLI 104G - Election Law (A),S116,16,2,100.00%,100.00%,2.5,B (3.00),N/A
"Smith, Glenn Chatmas",POLI 104I - Law&Politcs-Crts&Poli Controv (A),S116,18,5,100.00%,80.00%,9.5,B+ (3.40),N/A
"Magagna, Victor Valentine",POLI 113A - E. Asia Thought/Comp Perspectv (A),S116,286,36,100.00%,100.00%,6.69,A- (3.97),A- (3.86)
"Roeder, Philip G",POLI 12 - Intro/Poli Sci:Int'l Relations (A),S116,23,6,100.00%,100.00%,5.7,B+ (3.60),B (3.01)
"Janusz, Andrew James",POLI 120Q - Ethnic Politics (A),S116,12,2,100.00%,100.00%,10.5,B (3.00),N/A
"Nanes, Matthew Jacob",POLI 121 - Gov & Politics/Middle East (A),S116,21,6,100.00%,100.00%,6.83,B+ (3.33),B (3.28)
"Verink, Alex James",No CAPEs submitted,S116,8,0,N/A,N/A,N/A,N/A,N/A
"Bredell, Garrett Bailey",POLI 133G - Postwar U.S.-Japan Relations (A),S116,16,7,100.00%,100.00%,8.5,B (3.00),N/A
"Cotkin, Aaron Benjamin",No CAPEs submitted,S116,5,0,N/A,N/A,N/A,N/A,N/A
"LeJeune, John Louis",POLI 142P - Crisis Areas in World Politics (A),S116,24,3,100.00%,100.00%,5.83,B+ (3.67),B (3.28)
"Ward, Alan",POLI 160AA - Introduction/Policy Analysis (A),S116,22,8,87.50%,100.00%,4.25,A- (3.75),A- (3.82)
"Haines, Kyle",POLI 162 - Environmental Policy (A),S116,22,2,50.00%,50.00%,6.5,B (3.00),B (3.04)
"Abrajano, Marisa",POLI 100O - Perspectives on Race (A),SP16,120,29,72.40%,69.00%,3.39,B (3.28),B (3.19)
"Erie, Steven P",POLI 102J - Advanced Topics/Urban Politics (A),SP16,12,3,100.00%,100.00%,5.83,B+ (3.67),N/A
"Fletcher, Nathan",POLI 103A - Calif Government & Politics (A),SP16,115,34,100.00%,100.00%,4.63,B+ (3.52),B (3.07)
"Erie, Steven P",POLI 103B - Politics & Policymaking/L.A. (A),SP16,33,11,100.00%,81.80%,4.9,A- (3.73),B+ (3.36)
"Bergman, Matthew Edward",POLI 104F - Seminar in Constitutional Law (A),SP16,25,24,100.00%,100.00%,6.77,A- (3.82),B+ (3.59)
"Lajevardi, Nazita",POLI 104F - Seminar in Constitutional Law (A),SP16,26,23,100.00%,100.00%,6.71,A- (3.84),B+ (3.59)
"Abrajano, Marisa",POLI 105A - Latino Politics in the US (A),SP16,93,18,72.20%,66.70%,3.09,B+ (3.41),B+ (3.31)
"Adida, Claire",POLI 108 - Politics of Multiculturalism (A),SP16,186,72,97.10%,94.20%,4.26,B+ (3.65),B+ (3.43)
"Galderisi, Peter",POLI 10D - Intro/Poli Sci:Amer Politics (A),SP16,153,45,81.80%,88.60%,4.79,B+ (3.59),B+ (3.38)
"LeJeune, John Louis",POLI 110C - Politcl Thought/Kant-Nietzsche (A),SP16,56,22,90.50%,95.20%,6.88,B+ (3.55),B+ (3.33)
"Mackie, Gerald",POLI 110H - Democracy and Its Critics (A),SP16,33,12,66.70%,41.70%,5.67,C+ (2.55),B (3.09)
"Mackie, Gerald",POLI 111D - Social Norms and Global Dvlpmt (A),SP16,26,12,100.00%,83.30%,4.33,A- (3.70),B+ (3.32)
"Hoston, Germaine",POLI 113C - Chin & Japn Political Thought (A),SP16,26,6,66.70%,83.30%,11.17,B (3.20),B+ (3.33)
"Adida, Claire",POLI 120P - Africa's Success Stories (A),SP16,71,21,71.40%,76.20%,3.93,A- (3.86),A- (3.75)
"Naoi, Megumi",POLI 125B - Politics of Food/Global Econ. (A),SP16,87,31,93.30%,96.70%,5.1,B+ (3.52),B+ (3.37)
"Nichter, Simeon C",POLI 127 - Politics of Development (A),SP16,66,52,92.30%,94.20%,5.36,B+ (3.52),B (3.17)
"Gartzke, Erik",POLI 12D - Intro/Poli Sci:Int'l Relations (A),SP16,114,53,97.90%,87.20%,4.37,A- (3.78),B+ (3.66)
"Hoston, Germaine",POLI 132 - Political Develp & Modrn China (A),SP16,49,13,83.30%,58.30%,3.67,B+ (3.40),B+ (3.55)
"Desposato, Scott",POLI 134D - Topics/Latin American Politics (A),SP16,11,5,100.00%,100.00%,2.5,A- (3.80),N/A
"Fisk, David Lee",POLI 138D - Spec Topic/Comparatve Politics (A),SP16,36,11,100.00%,100.00%,4.7,A- (3.70),B+ (3.51)
"Fisk, David Lee",POLI 142A - United States Foreign Policy (A),SP16,130,36,93.90%,93.90%,5.15,B+ (3.55),B (3.29)
"Gartzke, Erik",POLI 142D - Weapons of Mass Destruction (A),SP16,101,27,100.00%,100.00%,5.46,A- (3.75),B+ (3.67)
"Magagna, Victor Valentine",POLI 142K - Politics and Warfare (A),SP16,470,116,99.10%,98.20%,3.38,A- (3.96),A- (3.91)
"Magagna, Victor Valentine",POLI 142K - Politics and Warfare (B),SP16,464,119,100.00%,100.00%,2.86,A- (3.96),A- (3.91)
"Broz, James Lawrence",POLI 144F - Politics/Int'l Trade & Finance (A),SP16,60,59,96.60%,96.60%,4.75,B+ (3.48),B (3.13)
"Smith, Peter H",POLI 146A - US & Latin Amer:Pol&Econ Rel (A),SP16,77,28,88.00%,88.00%,5,B (3.17),B- (2.88)
"Kernell, Samuel H.",POLI 194 - Research Seminar/Washington DC (A),SP16,10,2,0.00%,0.00%,4.5,B (3.00),N/A
"Roeder, Philip G",POLI 194RA - Research Apprenticeship Sem. (A),SP16,6,1,100.00%,100.00%,4.5,N/A,N/A
"Galderisi, Peter",POLI 194SD - Local Internship Research Sem. (A),SP16,10,2,100.00%,100.00%,6.5,A (4.00),N/A
"Galderisi, Peter",POLI 197SD - Local Internship Pol Sci (A),SP16,10,1,100.00%,100.00%,12.5,N/A,N/A
"Kousser, Thad",POLI 30D - Political Inquiry (A),SP16,170,77,89.20%,97.30%,4.17,B+ (3.45),B (3.16)
"Galderisi, Peter",POLI 100C - American Political Parties (A),WI16,94,30,78.60%,82.10%,4.36,B+ (3.40),B+ (3.40)
"Popkin, Samuel L.","POLI 100DA - Voting,Campaigning & Elections (A)",WI16,43,14,69.20%,69.20%,4.96,B (3.23),B- (2.84)
"Fowler, James",POLI 100F - Social Networks (A),WI16,36,12,100.00%,100.00%,2.5,A- (3.73),B+ (3.58)
"Fletcher, Nathan",POLI 100G - How to Win or Lose an Election (A),WI16,77,21,100.00%,100.00%,5,A- (3.82),B+ (3.42)
"Galderisi, Peter",POLI 102C - American Political Development (A),WI16,78,24,91.30%,100.00%,5.32,B+ (3.50),B+ (3.46)
"Smith, Glenn Chatmas",POLI 104B - Civil Liberties-Fundmntl Rghts (A),WI16,94,32,93.30%,93.30%,4.77,B+ (3.45),B (3.25)
"Hill, Seth J",POLI 10D - Intro/Poli Sci:Amer Politics (A),WI16,124,61,94.80%,94.80%,4.36,B+ (3.63),B (3.17)
"Wiens, David Abram","POLI 110B - Sovereigns,Subj & Modern State (A)",WI16,21,8,100.00%,100.00%,6.5,B+ (3.50),B+ (3.40)
"Wiens, David Abram",POLI 110K - Liberty and Equality (A),WI16,15,10,100.00%,100.00%,5.7,B+ (3.56),N/A
"Hoston, Germaine",POLI 113B - Chinese & Japanese Pol Thought (A),WI16,43,22,85.70%,85.70%,6.4,B+ (3.37),B- (2.92)
"Forman, Fonna",POLI 119A - Specl Topics/Political Theory (A),WI16,23,7,100.00%,100.00%,3.36,A (4.00),A- (3.81)
"Ferree, Karen E",POLI 11D - Intro/Poli Sci:Compar Politics (A),WI16,69,41,94.90%,97.40%,3.99,B+ (3.69),B (3.22)
"Magagna, Victor Valentine",POLI 120A - Pol Develop of Western Europe (A),WI16,470,123,100.00%,100.00%,2.91,A- (3.96),A- (3.88)
"Chandler, William M.",POLI 120B - The German Political System (A),WI16,35,9,100.00%,100.00%,2.94,A- (3.88),B (3.17)
"Adida, Claire",POLI 120N - Contention & Conflict/Africa (A),WI16,44,31,90.30%,87.10%,4.11,B+ (3.60),B+ (3.40)
"Shafir, Gershon",POLI 124 - Israeli-Palestinian Conflict (A),WI16,33,7,100.00%,85.70%,6.5,B+ (3.43),B+ (3.45)
"Feeley, Maureen Catherine","POLI 125 - Gender,Politics&Globalization (A)",WI16,54,22,85.00%,95.00%,5.1,A- (3.89),B+ (3.61)
"Feeley, Maureen Catherine",POLI 127 - Politics of Development (A),WI16,43,21,90.00%,95.00%,7.7,B+ (3.56),B+ (3.47)
"Saiegh, Sebastian",POLI 128 - Autocracy Democracy Prosperity (A),WI16,7,6,100.00%,100.00%,5.83,A- (3.83),N/A
"Gibson, Clark C",POLI 129 - How to Steal an Election (A),WI16,32,8,100.00%,100.00%,7.5,B+ (3.50),B+ (3.30)
"Lake, David A",POLI 12D - Intro/Poli Sci:Int'l Relations (A),WI16,144,145,88.20%,96.50%,5.18,B+ (3.36),B (3.07)
"Magagna, Victor Valentine",POLI 136 - Religion and Politics (A),WI16,468,121,99.20%,99.20%,3.74,A- (3.98),A- (3.91)
"Saiegh, Sebastian",POLI 138D - Spec Topic/Comparatve Politics (A),WI16,14,9,100.00%,100.00%,5.17,B+ (3.67),N/A
"Forman, Fonna",POLI 13D - Power and Justice (A),WI16,91,42,86.80%,100.00%,4.5,B+ (3.53),B+ (3.48)
"Wong, Tak Kei",POLI 140D - It'l Human Rights Law Migrants (A),WI16,129,50,100.00%,98.00%,5.79,A- (3.73),B+ (3.70)
"Mares, David R",POLI 142L - Insurgency and Terrorism (A),WI16,37,11,50.00%,60.00%,4.25,B+ (3.40),B (3.06)
"Slantchev, Branislav",POLI 142M - US Foreign Policy/Reg Security (A),WI16,57,45,93.30%,95.60%,5.61,B+ (3.44),B (3.23)
"Mares, David R",POLI 145A - International Politics & Drugs (A),WI16,51,22,81.80%,63.60%,3.3,B+ (3.50),C+ (2.62)
"Fisk, David Lee",POLI 145C - Interntnl Reltn After Cold War (A),WI16,69,23,95.50%,95.50%,5,B+ (3.62),B+ (3.59)
"Wong, Tak Kei",POLI 150A - Politics of Immigration (A),WI16,258,106,90.20%,91.20%,4.95,A- (3.70),B+ (3.51)
"Schneider, Christina",POLI 151 - International Organizations (A),WI16,30,25,95.80%,100.00%,5.92,B+ (3.65),B+ (3.34)
"Schneider, Christina",POLI 153 - The EU in World Politics (A),WI16,67,56,96.40%,96.40%,4.46,B+ (3.55),B+ (3.54)
"Roberts, Margaret Earling",POLI 170A - Intro Stats/Poli Sci&Publ Pol (A),WI16,20,15,93.30%,100.00%,7.36,B+ (3.43),B+ (3.64)
"Naoi, Megumi",POLI 191B - Senr Hon Sem:Frontier/POLI II (A),WI16,8,2,100.00%,100.00%,14.5,A (4.00),N/A
"Schneider, Christina",POLI 191B - Senr Hon Sem:Frontier/POLI II (A),WI16,8,2,100.00%,100.00%,14.5,A (4.00),N/A
"Kernell, Samuel H.",POLI 194 - Research Seminar/Washington DC (A),WI16,8,1,0.00%,0.00%,0,N/A,N/A
"Galderisi, Peter",No CAPEs submitted,WI16,1,0,N/A,N/A,N/A,N/A,N/A
"Galderisi, Peter",POLI 197SD - Local Internship Pol Sci (A),WI16,16,5,100.00%,100.00%,13.3,N/A,N/A
"LeJeune, John Louis",POLI 28 - Ethics And Society II (A),WI16,66,28,85.70%,96.40%,4.07,B (3.30),B+ (3.37)
"Galderisi, Peter",POLI 100E - Interest Group Politics (A),FA15,107,32,100.00%,100.00%,4.36,B+ (3.68),B+ (3.42)
"Hajnal, Zoltan Lloyd",POLI 100H - Race & Ethnicity/Amer Politics (A),FA15,143,58,87.50%,94.60%,4.57,B+ (3.40),B (3.22)
"Fletcher, Nathan",POLI 102D - Voting Rights Act 50 yrs later (A),FA15,92,27,84.00%,92.00%,4.34,B+ (3.48),B (3.18)
"Kousser, Thad",POLI 103A - Calif Government & Politics (A),FA15,115,40,91.70%,100.00%,5.3,B+ (3.47),B (3.29)
"Smith, Glenn Chatmas",POLI 104A - Supreme Court & Constitution (A),FA15,110,33,93.90%,87.90%,5.31,B+ (3.56),B (3.18)
"Stephens, Mattheus E",POLI 104N - Race and Law (A),FA15,105,23,95.50%,95.50%,6.32,A- (3.76),B+ (3.55)
"Goldman, Harvey Stern",POLI 110A - Citiz & Saints:Plato-Augustine (A),FA15,28,7,100.00%,100.00%,5.64,A- (3.86),B (3.10)
"Magagna, Victor Valentine",POLI 113A - E. Asia Thought/Comp Perspectv (A),FA15,468,131,98.30%,99.20%,3.91,A- (3.93),A- (3.92)
"Magagna, Victor Valentine",POLI 113A - E. Asia Thought/Comp Perspectv (B),FA15,465,122,97.50%,98.30%,3.72,A- (3.99),A- (3.92)
"Strom, Kaare",POLI 11D - Intro/Poli Sci:Compar Politics (A),FA15,186,86,86.70%,91.60%,6.23,B (3.24),B (3.06)
"Fisk, David Lee",POLI 120C - Politics In France (A),FA15,58,21,89.50%,100.00%,4.72,B (3.26),B (3.09)
"Fisk, David Lee",POLI 120G - British Politics (A),FA15,41,12,100.00%,100.00%,4.33,B+ (3.67),B+ (3.31)
"Lakoff, Sanford A.",POLI 121 - Gov & Politics/Middle East (A),FA15,37,11,90.90%,81.80%,3.95,A- (3.78),B+ (3.45)
"Feeley, Maureen Catherine",POLI 122 - Politics of Human Rights (A),FA15,117,47,95.10%,95.10%,5.88,B+ (3.64),B (3.26)
"LeJeune, John Louis",POLI 123 - Politics of Empire/Comp Perspt (A),FA15,31,12,100.00%,100.00%,6.67,A- (3.73),B+ (3.40)
"Saiegh, Sebastian",POLI 134D - Topics/Latin American Politics (A),FA15,32,7,100.00%,100.00%,5.07,A (4.00),B (3.21)
"Mackie, Gerald",POLI 13D - Power and Justice (B),FA15,113,56,74.10%,74.10%,5.1,B+ (3.31),B (3.12)
"LeJeune, John Louis",POLI 140B - Concepts&Aspects of Revolution (A),FA15,78,33,86.70%,93.30%,8.5,B+ (3.39),B (3.17)
"Slantchev, Branislav",POLI 142J - National Security Strategy (A),FA15,42,37,91.70%,94.40%,6.97,B (3.15),B (3.27)
"Dobbs, Michael J",POLI 142M - US Foreign Policy/Reg Security (A),FA15,49,14,46.20%,69.20%,5.12,B+ (3.38),B (3.10)
"Willoughby, Randy K",POLI 142M - US Foreign Policy/Reg Security (A),FA15,50,14,46.20%,61.50%,5.12,B+ (3.38),N/A
"Slantchev, Branislav",POLI 143A - War and Society (A),FA15,42,36,82.90%,91.40%,5.47,B (3.29),B- (2.99)
"Schneider, Christina",POLI 144 - International Political Econmy (A),FA15,89,68,97.10%,98.50%,5.07,A- (3.76),B+ (3.35)
"Hajnal, Zoltan Lloyd",POLI 160AA - Introduction/Policy Analysis (A),FA15,87,35,93.80%,87.50%,5.3,B (3.25),B (3.20)
"Saiegh, Sebastian",POLI 163 - Analyzing Politics (A),FA15,26,8,85.70%,100.00%,4.5,A- (3.86),B+ (3.43)
"Naoi, Megumi",POLI 191A - Senr Hon Sem:Frontier/POLI I (A),FA15,11,5,100.00%,100.00%,11.5,A- (3.75),N/A
"Schneider, Christina",POLI 191A - Senr Hon Sem:Frontier/POLI I (A),FA15,11,5,100.00%,100.00%,11.5,A- (3.75),N/A
"Kernell, Samuel H.",POLI 194 - Research Seminar/Washington DC (A),FA15,16,2,100.00%,100.00%,7.5,B+ (3.50),N/A
"Galderisi, Peter",No CAPEs submitted,FA15,1,0,N/A,N/A,N/A,N/A,N/A
"Galderisi, Peter",POLI 197SD - Local Internship Pol Sci (A),FA15,3,1,100.00%,100.00%,0,N/A,N/A
"Galderisi, Peter",POLI 30D - Political Inquiry (A),FA15,232,91,70.60%,81.20%,4.91,B+ (3.58),B+ (3.46)
"Strom, Kaare",POLI 87 - Freshman Seminar (A),FA15,14,7,100.00%,85.70%,5.36,N/A,N/A
"Galderisi, Peter",POLI 100C - American Political Parties (A),S215,17,8,87.50%,100.00%,6.25,B+ (3.50),N/A
"Galderisi, Peter",POLI 104G - Election Law (A),S215,23,13,84.60%,92.30%,7.33,B+ (3.46),B+ (3.32)
"Strom, Kaare",POLI 11 - Intro/Poli Sci:Compar Politics (A),S215,18,3,100.00%,100.00%,7.17,B+ (3.50),N/A
"Forman, Fonna",POLI 119A - Specl Topics/Political Theory (A),S215,10,3,100.00%,100.00%,5.17,B+ (3.33),N/A
"Fisk, David Lee",No CAPEs submitted,S215,8,0,N/A,N/A,N/A,N/A,N/A
"Fisk, David Lee",POLI 120G - British Politics (A),S215,10,3,100.00%,100.00%,5.17,B+ (3.67),N/A
"Forman, Fonna",POLI 13 - Power and Justice (A),S215,23,10,100.00%,100.00%,7.83,A- (3.75),A- (3.73)
