Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Chambers, Christopher P.",ECON 171 - Decisions Under Uncertainty (A),WI17,118,37,91.90%,91.90%,5.19,B+ (3.50),B- (2.96)
"Chambers, Christopher P.",ECON 171 - Decisions Under Uncertainty (B),WI17,140,64,95.10%,91.80%,5.07,B+ (3.40),B- (2.96)
"Newhouse, Herbert S",ECON 172A - Operations Research A (A),WI17,191,56,90.40%,88.50%,5.7,B+ (3.33),B- (2.84)
"Newhouse, Herbert S",ECON 172B - Operations Research B (A),WI17,156,49,77.10%,81.30%,6.14,B+ (3.36),B- (2.85)
"Foster, Carroll Baldwin",ECON 173A - Financial Markets (A),WI17,171,47,85.40%,73.20%,5.04,B+ (3.46),B- (2.84)
"Willoughby, Michael Gene",ECON 173AL - Applied Finance Laboratory (A),WI17,25,6,100.00%,100.00%,1.17,B+ (3.67),A (4.00)
"Ramey, Garey",ECON 173B - Corporate Finance (A),WI17,144,44,83.30%,81.00%,6.24,B+ (3.38),B- (2.84)
"Foster, Carroll Baldwin",ECON 174 - Financial Risk Management (A),WI17,123,35,93.80%,81.30%,5.23,B+ (3.65),B- (2.86)
"Sinitsyn, Maxim",ECON 176 - Marketing (A),WI17,43,19,88.90%,88.90%,6.5,B (3.13),B- (2.81)
"Shany Rotem, Adi",ECON 182 - Topics in Microeconomics (A),WI17,8,4,100.00%,100.00%,5,B+ (3.50),N/A
"Starr, Ross",ECON 191B - Senior Essay Seminar B (A),WI17,19,15,92.90%,100.00%,8.65,A- (3.93),N/A
"Levkoff, Steven B.",ECON 2 - Market Imperfections & Policy (A),WI17,109,65,87.30%,95.20%,3.83,B+ (3.38),B- (2.96)
"Levkoff, Steven B.",ECON 2 - Market Imperfections & Policy (B),WI17,104,70,91.40%,94.30%,3.98,B+ (3.33),B- (2.96)
"Ramey, Valerie A",ECON 3 - Principles of Macroeconomics (A),WI17,231,93,95.40%,87.40%,5.71,B+ (3.37),B- (2.72)
"Ramey, Valerie A",ECON 3 - Principles of Macroeconomics (B),WI17,230,89,94.00%,81.00%,5,B+ (3.41),B- (2.72)
"Willoughby, Michael Gene",ECON 4 - Financial Accounting (A),WI17,155,69,88.10%,59.70%,4.34,B+ (3.45),B (3.04)
"Antonovics, Kate L.",ECON 1 - Principles of Microeconomics (A),FA16,436,235,95.10%,97.30%,5.42,B+ (3.61),B- (2.75)
"Antonovics, Kate L.",ECON 1 - Principles of Microeconomics (B),FA16,461,221,95.30%,97.60%,4.95,B+ (3.55),B- (2.75)
"Jimenez-Martinez, Antonio",ECON 100A - Microeconomics A (A),FA16,173,58,72.20%,44.40%,6.65,B (3.24),B- (2.85)
"Sinitsyn, Maxim",ECON 100A - Microeconomics A (B),FA16,168,96,89.20%,83.90%,6.57,B (3.14),C+ (2.69)
"Sinitsyn, Maxim",ECON 100A - Microeconomics A (C),FA16,170,100,77.60%,73.50%,6.1,B (3.03),C+ (2.69)
"Machina, Mark Joseph",ECON 100AH - Honors Microeconomics A (A),FA16,15,8,100.00%,100.00%,4.5,A- (3.88),N/A
"Sher, Itai",ECON 100B - Microeconomics B (A),FA16,79,42,92.70%,92.70%,4.45,B+ (3.41),B (3.01)
"Sher, Itai",ECON 100B - Microeconomics B (B),FA16,142,59,91.50%,96.60%,4.86,B+ (3.59),B (3.01)
"Sher, Itai",ECON 100B - Microeconomics B (C),FA16,148,71,97.10%,91.20%,5.51,B+ (3.42),B (3.01)
"Levkoff, Steven B.",ECON 100C - Microeconomics C (A),FA16,279,192,87.70%,84.00%,7.09,B (3.16),B- (2.97)
"Levkoff, Steven B.",ECON 109 - Game Theory (A),FA16,176,110,88.70%,96.20%,5.53,B (3.17),B- (2.98)
"Candido, Maria Teresa",ECON 110A - Macroeconomics A (A),FA16,139,43,92.50%,80.00%,5.22,B+ (3.41),B- (2.93)
"Candido, Maria Teresa",ECON 110A - Macroeconomics A (B),FA16,178,55,90.40%,86.50%,5.75,B+ (3.50),B- (2.93)
"Candido, Maria Teresa",ECON 110B - Macroeconomics B (A),FA16,185,54,92.30%,90.40%,6.58,B+ (3.34),B- (2.91)
"Cohen, Darrel Steven",ECON 111 - Monetary Economics (A),FA16,247,109,75.70%,71.80%,7.11,B (3.20),B- (2.85)
"Toda, Alexis Akira",ECON 113 - Mathematical Economics (A),FA16,33,17,100.00%,93.80%,7.03,B+ (3.67),B- (2.72)
"O, Mun Pyung",ECON 120A - Econometrics A (A),FA16,138,43,90.50%,73.80%,6.35,B (3.23),B- (2.82)
"O, Mun Pyung",ECON 120A - Econometrics A (B),FA16,108,45,97.70%,88.40%,5.76,B+ (3.54),B- (2.82)
"Santamaria, Martin I",ECON 120A - Econometrics A (C),FA16,194,86,96.30%,97.50%,5.54,B+ (3.54),B- (2.99)
"Santos, Andres",ECON 120AH - Honors Econometrics A (A),FA16,13,5,100.00%,100.00%,4.9,A (4.00),N/A
"Foster, Carroll Baldwin",ECON 120B - Econometrics B (A),FA16,100,30,88.90%,77.80%,6.26,B+ (3.38),B- (2.76)
"Foster, Carroll Baldwin",ECON 120B - Econometrics B (B),FA16,184,58,87.30%,65.50%,4.13,B (3.19),B- (2.76)
"Beare, Brendan",ECON 120C - Econometrics C (A),FA16,99,34,71.90%,75.00%,7.34,B (3.06),B- (2.92)
"Beare, Brendan",ECON 120C - Econometrics C (B),FA16,94,42,79.50%,64.10%,5.82,B (3.16),B- (2.92)
"Jacobsen, Mark",ECON 131 - Economics of the Environment (A),FA16,318,109,74.50%,78.40%,5.21,B (3.29),B (3.01)
"Trevino, Isabel",ECON 142 - Behavioral Economics (A),FA16,32,9,100.00%,100.00%,2.94,B (3.00),B (3.20)
"Betts, Julian",ECON 147 - Economics of Education (A),FA16,124,50,87.50%,93.80%,6.01,B (3.11),B- (2.88)
"Watkins, Deborah A",ECON 162 - Economics of Mexico (A),FA16,135,49,93.30%,88.90%,5.36,B (3.21),B (3.11)
"Newhouse, Herbert S",ECON 171 - Decisions Under Uncertainty (A),FA16,189,53,88.20%,86.30%,5.36,B (3.13),B- (2.80)
"Newhouse, Herbert S",ECON 171 - Decisions Under Uncertainty (B),FA16,137,47,95.70%,89.10%,5.68,B+ (3.43),B- (2.80)
"Newhouse, Herbert S",ECON 172A - Operations Research A (A),FA16,188,66,95.30%,93.80%,5.58,B+ (3.51),B- (2.87)
"Komunjer, Ivana",ECON 173A - Financial Markets (A),FA16,136,74,93.10%,93.10%,5.04,B+ (3.57),B+ (3.43)
"Komunjer, Ivana",ECON 173A - Financial Markets (B),FA16,99,58,87.70%,89.50%,4.71,B+ (3.59),B+ (3.43)
"Ramey, Garey",ECON 173B - Corporate Finance (A),FA16,53,13,83.30%,75.00%,5.05,B+ (3.55),B- (3.00)
"Sinitsyn, Maxim",ECON 176 - Marketing (A),FA16,59,40,92.10%,92.10%,5.44,B (3.20),B- (2.74)
"Foster, Carroll Baldwin",ECON 178 - Economic&Business Forecasting (A),FA16,184,37,91.40%,88.60%,5.71,B+ (3.67),B- (2.84)
"Starr, Ross",ECON 191A - Senior Essay Seminar A (A),FA16,19,16,93.30%,93.30%,7.3,A- (3.73),N/A
"Antonovics, Kate L.",ECON 2 - Market Imperfections & Policy (A),FA16,322,130,94.20%,96.70%,4.8,B+ (3.54),B- (2.84)
"Santamaria, Martin I",ECON 3 - Principles of Macroeconomics (A),FA16,144,59,92.00%,92.00%,4.25,B+ (3.69),B- (2.96)
"Willoughby, Michael Gene",ECON 4 - Financial Accounting (A),FA16,243,207,77.10%,65.90%,5.48,B (3.21),C+ (2.69)
"Major, Ivan",ECON 1 - Principles of Microeconomics (A),S216,54,26,87.50%,50.00%,7.2,A- (3.73),B (3.18)
"Shahriar, Quazi",ECON 100A - Microeconomics A (A),S216,66,45,92.90%,95.20%,6.2,B (3.27),B- (2.80)
"Sinitsyn, Maxim",ECON 100B - Microeconomics B (A),S216,81,46,87.00%,89.10%,7.72,B+ (3.43),C+ (2.66)
"Levkoff, Steven B.",ECON 100C - Microeconomics C (A),S216,91,59,84.50%,87.90%,7.45,B (3.21),C+ (2.68)
"Major, Ivan",ECON 101 - International Trade (A),S216,25,12,83.30%,66.70%,6.33,B+ (3.33),B- (2.90)
"Newhouse, Herbert S",ECON 109 - Game Theory (A),S216,75,41,85.40%,92.70%,7.5,B (3.19),B- (2.71)
"Lee, Kangoh",ECON 110A - Macroeconomics A (A),S216,55,16,93.30%,60.00%,5.58,B+ (3.43),B- (2.99)
"Levkoff, Steven B.",ECON 110B - Macroeconomics B (A),S216,40,27,92.60%,88.90%,6.87,B (3.22),B- (2.71)
"Santamaria, Martin I",ECON 120A - Econometrics A (A),S216,54,25,96.00%,100.00%,5.38,B+ (3.61),B- (2.82)
"Foster, Carroll Baldwin",ECON 120C - Econometrics C (A),S216,116,27,87.00%,78.30%,7.64,B+ (3.52),B- (2.77)
"Squires, Dale E",ECON 144 - Economics of Conservation (A),S216,60,13,92.30%,92.30%,4.81,B+ (3.54),B (3.15)
"Newhouse, Herbert S",ECON 171 - Decisions Under Uncertainty (A),S216,63,24,78.30%,95.70%,7.86,B+ (3.36),C+ (2.68)
"Wang, Jue",ECON 3 - Principles of Macroeconomics (A),S216,47,23,95.50%,90.90%,6.05,B+ (3.64),B- (2.80)
"Anderson, John Charles",ECON 4 - Financial Accounting (A),S216,9,5,100.00%,80.00%,8.9,B+ (3.60),N/A
"Hovander, Elisa Wynne Kirsten",ECON 1 - Principles of Microeconomics (A),S116,72,22,94.70%,89.50%,5.94,B+ (3.63),B (3.10)
"Famulari, Melissa",ECON 100A - Microeconomics A (A),S116,81,52,90.40%,96.20%,8.77,B+ (3.31),C+ (2.66)
"Noel, Michael",ECON 100B - Microeconomics B (A),S116,122,19,72.20%,72.20%,6.39,B+ (3.44),B (3.00)
"Sinitsyn, Maxim",ECON 100C - Microeconomics C (A),S116,81,45,90.70%,93.00%,7.43,B+ (3.31),B- (2.76)
"Noel, Michael",ECON 105 - Industrl Orgniztn&Firm Stratgy (A),S116,37,5,60.00%,80.00%,5.7,C+ (2.60),B- (2.84)
"Newhouse, Herbert S",ECON 109 - Game Theory (A),S116,60,38,91.90%,97.30%,5.7,B (3.19),B- (2.77)
"Levkoff, Steven B.",ECON 110A - Macroeconomics A (A),S116,85,49,93.90%,93.90%,7.6,B+ (3.33),C+ (2.64)
"Lee, Kangoh",ECON 110B - Macroeconomics B (A),S116,60,16,87.50%,81.30%,4.75,B+ (3.31),B- (2.98)
"Hilmer, Christiana",ECON 120A - Econometrics A (A),S116,56,16,100.00%,100.00%,5.88,B+ (3.50),B- (2.79)
"Nieto-Barthaburu, Augusto",ECON 120B - Econometrics B (A),S116,60,7,100.00%,100.00%,6.5,B (3.00),B- (2.82)
"Foster, Carroll Baldwin",ECON 120C - Econometrics C (A),S116,118,15,85.70%,85.70%,8.65,B+ (3.31),B- (2.90)
"Hilmer, Michael",ECON 130 - Public Policy (A),S116,21,10,100.00%,90.00%,4.94,B+ (3.50),B- (2.91)
"Nieto-Barthaburu, Augusto",ECON 131 - Economics of the Environment (A),S116,56,12,81.80%,90.90%,6.1,A- (3.90),B- (2.85)
"Hilmer, Christiana",ECON 132 - Energy Economics (A),S116,42,8,87.50%,87.50%,6,B (3.25),B- (2.91)
"Hilmer, Michael",ECON 139 - Labor Economics (A),S116,46,33,87.90%,87.90%,6.69,B (3.16),B- (2.81)
"Famulari, Melissa",ECON 140 - Economics of Health Producers (A),S116,15,12,81.80%,81.80%,5.59,B+ (3.30),N/A
"Levkoff, Steven B.",ECON 171 - Decisions Under Uncertainty (A),S116,64,35,97.10%,97.10%,6.5,B+ (3.33),B (3.06)
"Willoughby, Michael Gene",ECON 173A - Financial Markets (A),S116,58,15,85.70%,71.40%,8.04,B (3.29),B- (2.98)
"Jarvis, Justin Scott",ECON 2 - Market Imperfections & Policy (A),S116,31,23,91.30%,100.00%,5.63,B (3.21),C+ (2.53)
"Wong, Boris Chunhei",ECON 3 - Principles of Macroeconomics (A),S116,39,27,88.90%,85.20%,4.65,B+ (3.68),B (3.11)
"Willoughby, Michael Gene",ECON 4 - Financial Accounting (A),S116,47,8,80.00%,80.00%,3.5,A (4.00),B- (2.86)
"Major, Ivan",ECON 1 - Principles of Microeconomics (A),SP16,136,51,84.00%,46.00%,4.66,B+ (3.41),C+ (2.55)
"Major, Ivan",ECON 1 - Principles of Microeconomics (B),SP16,134,53,75.00%,52.10%,3.85,B (3.18),C+ (2.55)
"Sinitsyn, Maxim",ECON 100A - Microeconomics A (A),SP16,130,69,86.20%,80.00%,5.98,B (3.20),C+ (2.61)
"Sinitsyn, Maxim",ECON 100A - Microeconomics A (B),SP16,136,75,84.90%,78.10%,5.23,B (3.10),C+ (2.61)
"Sher, Itai",ECON 100A - Microeconomics A (C),SP16,97,51,87.80%,75.50%,5.97,B+ (3.33),B- (2.90)
"Galperti, Simone",ECON 100B - Microeconomics B (A),SP16,124,63,83.30%,65.00%,6.87,B (3.12),B- (2.84)
"Galperti, Simone",ECON 100B - Microeconomics B (B),SP16,174,75,81.90%,68.10%,6.44,B (3.28),B- (2.84)
"Levkoff, Steven B.",ECON 100C - Microeconomics C (A),SP16,187,139,93.30%,97.00%,6.16,B+ (3.33),B- (2.87)
"Levkoff, Steven B.",ECON 100C - Microeconomics C (B),SP16,181,123,95.10%,97.50%,5.8,B (3.29),B- (2.87)
"Andreoni, James",ECON 100CH - Honors Microeconomics C (A),SP16,13,7,100.00%,85.70%,6.21,A (4.00),N/A
"Muendler, Marc",ECON 102 - Globalization (A),SP16,189,56,82.70%,84.60%,5.5,B+ (3.40),B- (2.99)
"Newhouse, Herbert S",ECON 107 - Economic Reglatn&Antitrst Plcy (A),SP16,51,11,100.00%,100.00%,5.1,B (3.20),B- (2.87)
"Candido, Maria Teresa",ECON 110A - Macroeconomics A (A),SP16,309,88,91.90%,89.50%,5.78,B+ (3.47),B- (2.91)
"Wieland, Johannes Friedrich",ECON 110B - Macroeconomics B (A),SP16,142,48,87.20%,87.20%,5.5,B+ (3.50),B- (2.97)
"Wieland, Johannes Friedrich",ECON 110B - Macroeconomics B (B),SP16,112,42,92.70%,92.70%,5.83,B+ (3.53),B- (2.97)
"Muralidharan, Karthik",ECON 116 - Economic Development (A),SP16,69,37,88.90%,88.90%,5.78,B+ (3.43),B (3.04)
"Candido, Maria Teresa",ECON 120A - Econometrics A (A),SP16,344,132,94.40%,89.70%,4.73,B+ (3.44),B- (2.90)
"Santamaria, Martin I",ECON 120B - Econometrics B (A),SP16,142,51,84.00%,96.00%,7.17,B+ (3.51),B- (2.92)
"Santamaria, Martin I",ECON 120B - Econometrics B (B),SP16,182,68,94.00%,98.50%,5.92,B+ (3.48),B- (2.92)
"Santamaria, Martin I",ECON 120B - Econometrics B (C),SP16,195,69,93.80%,95.30%,5.47,B+ (3.37),B- (2.92)
"Sun, Yixiao",ECON 120C - Econometrics C (A),SP16,283,151,79.20%,71.10%,5.83,B+ (3.45),B (3.02)
"Sun, Yixiao",ECON 120C - Econometrics C (B),SP16,202,126,77.40%,76.60%,6.29,B (3.20),B (3.02)
"Sun, Yixiao",ECON 120CH - Honors Econometrics C (A),SP16,7,6,100.00%,100.00%,5.3,A (4.00),N/A
"Beare, Brendan",ECON 122 - Econometric Theory (A),SP16,16,10,90.00%,100.00%,7.5,A- (3.70),N/A
"Tayman, Jeff",ECON 125 - Demographic Analys&Forecasting (A),SP16,61,17,76.50%,88.20%,6.03,B- (2.75),C+ (2.64)
"Tang, Yuan Emily",ECON 130 - Public Policy (A),SP16,129,44,88.60%,86.40%,4.78,B+ (3.38),B- (2.80)
"Tang, Yuan Emily",ECON 130 - Public Policy (B),SP16,99,32,93.30%,93.30%,5.93,B+ (3.39),B- (2.80)
"Tang, Yuan Emily",ECON 136 - Human Resources (A),SP16,189,56,90.20%,90.20%,4.71,B+ (3.35),B- (2.92)
"Antonovics, Kate L.",ECON 139 - Labor Economics (A),SP16,179,89,85.20%,88.60%,4.93,B (3.11),C+ (2.68)
"Cullen, Julie",ECON 151 - Public Economics:Expenditure I (A),SP16,73,32,78.60%,92.90%,6.29,B (3.30),B- (2.86)
"Watkins, Deborah A",ECON 162 - Economics of Mexico (A),SP16,149,38,89.20%,100.00%,4.67,B+ (3.45),B (3.13)
"Sher, Itai",ECON 171 - Decisions Under Uncertainty (A),SP16,168,77,66.70%,62.70%,5.25,B+ (3.32),B- (2.91)
"Newhouse, Herbert S",ECON 172B - Operations Research B (A),SP16,219,63,88.70%,91.90%,5.7,B+ (3.49),B- (2.90)
"Ramey, Garey",ECON 173B - Corporate Finance (A),SP16,149,34,82.40%,76.50%,6.38,B+ (3.45),B- (2.83)
"Sinitsyn, Maxim",ECON 176 - Marketing (A),SP16,56,35,80.00%,88.60%,5.44,B (3.21),B- (2.85)
"Foster, Carroll Baldwin",ECON 178 - Economic&Business Forecasting (A),SP16,312,78,89.30%,86.70%,5.51,B+ (3.49),B- (2.96)
"Foster, Carroll Baldwin",ECON 3 - Principles of Macroeconomics (A),SP16,317,92,85.70%,74.70%,3.48,B+ (3.60),B (3.15)
"Willoughby, Michael Gene",ECON 4 - Financial Accounting (A),SP16,253,113,75.20%,65.70%,5.42,B (3.03),B- (2.82)
"Tang, Yuan Emily",ECON 1 - Principles of Microeconomics (A),WI16,327,146,93.00%,85.20%,4.36,B+ (3.40),B- (2.98)
"Tang, Yuan Emily",ECON 1 - Principles of Microeconomics (B),WI16,260,111,91.30%,83.70%,4.74,B+ (3.44),B- (2.98)
"Famulari, Melissa",ECON 100A - Microeconomics A (A),WI16,272,174,91.90%,90.70%,6.46,B (3.25),C+ (2.67)
"Famulari, Melissa",ECON 100A - Microeconomics A (B),WI16,270,173,92.40%,94.80%,6.34,B (3.27),C+ (2.67)
"Levkoff, Steven B.",ECON 100B - Microeconomics B (A),WI16,125,81,92.20%,96.10%,6.27,B (3.12),C+ (2.66)
"Sher, Itai",ECON 100B - Microeconomics B (B),WI16,289,106,88.20%,65.70%,5.27,B+ (3.40),B- (2.89)
"Machina, Mark Joseph",ECON 100BH - Honors Microeconomics B (A),WI16,15,5,100.00%,100.00%,3.5,A- (3.75),N/A
"Sinitsyn, Maxim",ECON 100C - Microeconomics C (A),WI16,164,101,89.90%,93.90%,6.11,B (3.24),B- (2.77)
"Sinitsyn, Maxim",ECON 100C - Microeconomics C (B),WI16,122,70,87.00%,89.90%,6.65,B (3.23),B- (2.77)
"Watson, Joel Christopher",ECON 109 - Game Theory (A),WI16,132,42,82.10%,84.60%,7.88,B (3.16),B- (2.97)
"Watson, Joel Christopher",ECON 109T - Advanced Topics in Game Theory (A),WI16,9,1,100.00%,100.00%,10.5,A (4.00),N/A
"Candido, Maria Teresa",ECON 110A - Macroeconomics A (A),WI16,292,101,84.50%,75.30%,6.03,B+ (3.35),B- (2.85)
"Hamilton, James D.",ECON 110B - Macroeconomics B (A),WI16,121,30,92.90%,100.00%,5.29,B+ (3.43),B (3.01)
"Hamilton, James D.",ECON 110B - Macroeconomics B (B),WI16,135,52,93.90%,91.80%,4.5,B+ (3.49),B (3.01)
"Hamilton, James D.",ECON 110BH - Honors Macroeconomics B (B),WI16,9,5,100.00%,100.00%,1.7,A (4.00),N/A
"Santamaria, Martin I",ECON 120A - Econometrics A (A),WI16,266,139,92.60%,92.60%,6.11,B+ (3.30),B- (2.98)
"Santamaria, Martin I",ECON 120A - Econometrics A (B),WI16,242,105,96.90%,95.90%,4.5,B+ (3.51),B- (2.98)
"Dahl, Gordon B.",ECON 120B - Econometrics B (A),WI16,226,103,77.60%,83.70%,6.24,B (3.28),B- (2.73)
"Dahl, Gordon B.",ECON 120B - Econometrics B (B),WI16,282,106,72.80%,63.10%,6.1,B (3.19),B- (2.73)
"Berman, Eli",ECON 120BH - Honors Econometrics B (A),WI16,11,12,100.00%,100.00%,4.5,A- (3.92),N/A
"Candido, Maria Teresa",ECON 120C - Econometrics C (A),WI16,245,68,87.70%,83.10%,5.2,B+ (3.36),B- (2.84)
"Foster, Carroll Baldwin",ECON 131 - Economics of the Environment (A),WI16,188,45,92.70%,92.70%,5.34,B+ (3.54),B- (2.94)
"Carson, Richard T",ECON 132 - Energy Economics (A),WI16,136,43,80.50%,75.60%,6.25,B (3.27),B (3.25)
"Andreoni, James",ECON 143 - Experimental Economics (A),WI16,46,17,86.70%,80.00%,5.17,B+ (3.47),B+ (3.45)
"Squires, Dale E",ECON 145 - Economics of Ocean Resources (A),WI16,341,81,87.80%,90.50%,4.39,B+ (3.59),B- (2.98)
"Cohen, Darrel Steven",ECON 146 - Economic Stabilization (A),WI16,141,52,86.30%,90.20%,6.18,B+ (3.31),B- (2.88)
"Gordon, Roger H.",ECON 150 - Public Economics: Taxation (A),WI16,40,14,53.80%,46.20%,4.96,B (3.15),B- (2.98)
"Newhouse, Herbert S",ECON 171 - Decisions Under Uncertainty (A),WI16,229,69,81.80%,78.80%,5.28,B+ (3.47),B- (2.86)
"Newhouse, Herbert S",ECON 172A - Operations Research A (A),WI16,183,55,83.30%,87.00%,6.02,B+ (3.35),B- (2.86)
"Sher, Itai",ECON 172B - Operations Research B (A),WI16,106,33,59.40%,62.50%,4.75,B (3.25),B- (2.95)
"Foster, Carroll Baldwin",ECON 173A - Financial Markets (A),WI16,165,31,89.70%,75.90%,5.6,B+ (3.62),B- (2.71)
"Willoughby, Michael Gene",ECON 173AL - Applied Finance Laboratory (A),WI16,8,5,100.00%,100.00%,1,A (4.00),N/A
"Ramey, Garey",ECON 173B - Corporate Finance (A),WI16,125,43,82.90%,73.20%,6.19,B+ (3.34),B- (2.84)
"Foster, Carroll Baldwin",ECON 174 - Financial Risk Management (A),WI16,138,52,90.40%,86.50%,5.06,B+ (3.47),C+ (2.62)
"Sinitsyn, Maxim",ECON 176 - Marketing (A),WI16,80,59,84.50%,96.60%,5.91,B (3.19),B- (2.84)
"Starr, Ross",ECON 191B - Senior Essay Seminar B (A),WI16,11,9,100.00%,100.00%,6.94,A (4.00),N/A
"Levkoff, Steven B.",ECON 2 - Market Imperfections & Policy (A),WI16,201,140,94.90%,94.90%,4.21,B+ (3.45),B (3.10)
"Ramey, Valerie A",ECON 3 - Principles of Macroeconomics (A),WI16,222,140,94.80%,85.90%,5.12,B+ (3.33),B- (2.84)
"Ramey, Valerie A",ECON 3 - Principles of Macroeconomics (B),WI16,219,134,98.40%,93.80%,5.09,B+ (3.36),B- (2.84)
"Willoughby, Michael Gene",ECON 4 - Financial Accounting (A),WI16,160,86,77.60%,65.80%,5.2,B (3.07),B- (2.84)
"Antonovics, Kate L.",ECON 1 - Principles of Microeconomics (A),FA15,454,219,92.90%,92.90%,4.91,B+ (3.42),B- (2.75)
"Antonovics, Kate L.",ECON 1 - Principles of Microeconomics (B),FA15,456,195,93.50%,97.80%,4.82,B+ (3.40),B- (2.75)
